order_id,customer_id,employee_id,shipper_id,region_id,order_date,ship_date,promised_date,delivered_date,order_status,sales_channel
6330,2619,,4,8,2023-07-04,2023-07-05,2023-07-07,2023-07-07,Completed,Marketplace
6331,712,,5,2,2023-06-16,,2023-06-21,,Pending,Mobile App
6332,1226,7,5,2,2023-12-26,2023-12-28,2023-12-28,2023-12-28,Completed,Sales Rep
6333,966,,1,6,2022-07-21,,2022-07-26,,Pending,Mobile App
6334,1352,,2,1,2022-07-09,2022-07-10,2022-07-11,2022-07-11,Completed,Web
6335,2620,,1,1,2025-01-21,2025-01-22,2025-01-23,2025-01-23,Completed,Marketplace
6336,614,,5,7,2023-05-16,2023-05-17,2023-05-18,2023-05-20,Completed,Mobile App
6337,1052,,4,5,2023-11-09,2023-11-09,2023-11-14,2023-11-14,Completed,Web
6338,919,,2,2,2022-12-12,2022-12-13,2022-12-15,2022-12-16,Completed,Mobile App
6339,988,,2,6,2023-11-17,2023-11-17,2023-11-23,2023-11-24,Completed,Mobile App
6340,716,12,2,5,2023-12-20,2023-12-22,2023-12-23,2023-12-23,Completed,Sales Rep
6341,945,25,2,1,2023-12-19,2023-12-20,2023-12-22,,Pending,Sales Rep
6342,1631,,5,3,2022-11-30,2022-12-01,2022-12-02,2022-12-04,Completed,Mobile App
6343,1236,13,2,8,2023-07-21,2023-07-23,2023-07-27,2023-07-27,Completed,Sales Rep
6344,1674,,3,8,2023-10-19,2023-10-20,2023-10-23,2023-10-22,Completed,Mobile App
6345,765,,1,6,2022-04-15,2022-04-16,2022-04-20,2022-04-20,Completed,Web
6346,2074,,3,3,2024-05-08,2024-05-09,2024-05-13,2024-05-13,Completed,Web
6347,2839,,5,1,2023-02-11,2023-02-13,2023-02-14,2023-02-14,Completed,Mobile App
6348,1220,,1,7,2023-11-06,2023-11-06,2023-11-11,2023-11-11,Completed,Mobile App
6349,11,,5,8,2023-12-21,2023-12-23,2023-12-24,2023-12-23,Completed,Marketplace
6350,694,,2,8,2023-11-09,2023-11-11,2023-11-15,2023-11-18,Completed,Web
6351,2840,,4,2,2024-06-18,2024-06-20,2024-06-24,2024-06-24,Completed,Web
6352,1083,,2,2,2023-12-30,2024-01-01,2024-01-05,2024-01-05,Completed,Web
6353,613,,2,2,2025-11-19,2025-11-19,2025-11-24,2025-11-23,Completed,Web
6354,1451,,5,2,2024-08-21,2024-08-21,2024-08-24,2024-08-24,Completed,Web
6355,2794,,2,1,2024-06-23,2024-06-23,2024-06-26,2024-06-26,Completed,Marketplace
6356,1974,,5,5,2025-08-16,2025-08-18,2025-08-22,,Pending,Mobile App
6357,2175,,2,7,2023-11-15,,2023-11-18,,Pending,Web
6358,2789,,1,2,2025-07-02,2025-07-04,2025-07-04,2025-07-04,Completed,Web
6359,2368,,5,8,2023-10-26,2023-10-27,2023-10-30,2023-10-31,Completed,Mobile App
6360,2053,,5,2,2024-02-25,2024-02-27,2024-03-02,2024-03-03,Completed,Mobile App
6361,469,,1,1,2023-04-03,2023-04-03,2023-04-05,2023-04-05,Completed,Web
6362,977,29,2,5,2023-12-06,2023-12-08,2023-12-11,2023-12-11,Completed,Sales Rep
6363,101,,2,2,2023-11-27,2023-11-27,2023-12-03,2023-12-06,Completed,Web
6364,2846,,2,2,2024-06-25,2024-06-27,2024-06-29,2024-06-29,Completed,Web
6365,2660,,2,1,2024-02-23,2024-02-25,2024-02-26,2024-02-27,Completed,Web
6366,2986,,2,8,2022-08-19,2022-08-19,2022-08-25,2022-08-25,Completed,Mobile App
6367,1457,,1,4,2025-11-13,,2025-11-18,,Pending,Web
6368,1307,,2,2,2023-11-26,2023-11-27,2023-11-29,2023-11-29,Completed,Web
6369,312,,2,4,2025-03-26,2025-03-27,2025-03-30,2025-03-31,Completed,Web
6370,1312,4,3,7,2022-04-27,2022-04-28,2022-04-29,2022-04-29,Completed,Sales Rep
6371,302,,1,3,2022-11-21,2022-11-23,2022-11-25,,Pending,Web
6372,1422,,2,8,2022-05-18,2022-05-19,2022-05-22,2022-05-24,Completed,Mobile App
6373,1721,,5,3,2023-07-14,2023-07-16,2023-07-18,2023-07-19,Completed,Mobile App
6374,417,,5,7,2024-12-03,2024-12-04,2024-12-07,2024-12-09,Completed,Mobile App
6375,850,,3,6,2024-12-26,2024-12-27,2024-12-28,2024-12-31,Completed,Marketplace
6376,2424,,2,7,2024-05-26,2024-05-26,2024-05-29,2024-05-29,Completed,Web
6377,2646,,2,1,2023-12-25,2023-12-25,2023-12-30,2023-12-30,Completed,Web
6378,1701,,1,1,2025-08-07,2025-08-09,2025-08-10,2025-08-11,Completed,Marketplace
6379,982,,2,2,2023-02-20,,2023-02-25,,Cancelled,Web
6380,558,,4,3,2024-10-11,2024-10-11,2024-10-16,2024-10-16,Completed,Mobile App
6381,1327,,4,5,2022-05-01,2022-05-01,2022-05-07,,Pending,Mobile App
6382,1980,,4,3,2023-11-22,2023-11-24,2023-11-28,2023-11-28,Completed,Web
6383,262,29,3,3,2022-10-13,2022-10-13,2022-10-15,2022-10-17,Completed,Sales Rep
6384,2576,,1,5,2025-12-24,2025-12-25,2025-12-28,2025-12-27,Completed,Web
6385,1643,,3,7,2024-11-28,2024-11-30,2024-12-02,2024-12-03,Completed,Web
6386,2543,,2,6,2022-11-08,2022-11-09,2022-11-13,2022-11-15,Completed,Mobile App
6387,745,,2,4,2022-10-05,2022-10-05,2022-10-11,2022-10-11,Completed,Marketplace
6388,2257,,5,5,2024-09-23,2024-09-25,2024-09-28,2024-09-27,Completed,Web
6389,1665,,5,8,2024-12-05,2024-12-05,2024-12-08,2024-12-10,Completed,Mobile App
6390,451,16,1,7,2024-10-14,2024-10-14,2024-10-16,2024-10-16,Completed,Sales Rep
6391,938,,3,6,2025-11-20,2025-11-22,2025-11-25,2025-11-26,Completed,Mobile App
6392,2456,,5,8,2023-02-21,2023-02-23,2023-02-23,2023-02-22,Completed,Web
6393,2316,,3,1,2023-09-15,2023-09-17,2023-09-17,2023-09-18,Completed,Marketplace
6394,1082,,2,7,2022-06-18,2022-06-18,2022-06-22,2022-06-22,Completed,Mobile App
6395,1170,,1,6,2022-07-21,2022-07-22,2022-07-24,2022-07-25,Completed,Marketplace
6396,2139,,5,3,2023-03-13,2023-03-14,2023-03-15,2023-03-15,Completed,Web
6397,159,,1,1,2022-04-10,,2022-04-13,,Cancelled,Marketplace
6398,324,,4,1,2024-04-28,2024-04-29,2024-05-03,,Pending,Mobile App
6399,1906,,2,7,2023-12-30,2023-12-31,2024-01-04,2024-01-04,Completed,Mobile App
6400,1884,,3,1,2024-05-26,,2024-05-28,,Pending,Mobile App
6401,1359,,4,2,2025-02-14,2025-02-16,2025-02-16,2025-02-18,Completed,Web
6402,1949,,1,3,2023-09-21,2023-09-22,2023-09-26,2023-09-26,Completed,Web
6403,350,20,5,2,2024-03-09,2024-03-09,2024-03-13,2024-03-13,Completed,Sales Rep
6404,1325,,1,8,2023-01-16,2023-01-18,2023-01-21,2023-01-22,Completed,Mobile App
6405,270,,4,5,2022-06-05,,2022-06-11,,Cancelled,Web
6406,849,,1,7,2023-08-20,2023-08-22,2023-08-26,2023-08-28,Completed,Mobile App
6407,1444,,3,5,2023-03-11,2023-03-13,2023-03-17,2023-03-17,Completed,Marketplace
6408,676,,3,7,2025-06-13,2025-06-14,2025-06-16,2025-06-18,Completed,Web
6409,1171,,4,1,2022-02-22,2022-02-24,2022-02-24,2022-02-23,Completed,Web
6410,1586,19,2,3,2023-10-19,2023-10-19,2023-10-21,2023-10-20,Completed,Sales Rep
6411,1720,,2,2,2024-02-06,2024-02-07,2024-02-11,2024-02-11,Completed,Mobile App
6412,246,,1,4,2025-09-10,2025-09-12,2025-09-12,2025-09-12,Completed,Mobile App
6413,260,,3,2,2024-04-19,2024-04-21,2024-04-22,2024-04-21,Completed,Web
6414,1516,20,5,4,2022-04-07,2022-04-09,2022-04-10,,Pending,Sales Rep
6415,2633,,5,3,2023-06-24,2023-06-24,2023-06-29,2023-06-29,Completed,Marketplace
6416,602,,3,6,2025-12-20,2025-12-21,2025-12-22,2025-12-22,Completed,Web
6417,756,,2,7,2022-07-03,2022-07-05,2022-07-08,2022-07-11,Completed,Web
6418,347,,2,6,2023-06-28,2023-06-28,2023-07-02,,Pending,Web
6419,2893,,4,2,2023-12-16,2023-12-16,2023-12-19,2023-12-20,Completed,Web
6420,1326,,2,3,2025-05-24,2025-05-24,2025-05-26,2025-05-25,Completed,Mobile App
6421,2170,,4,7,2024-06-24,2024-06-26,2024-06-30,2024-06-30,Completed,Marketplace
6422,396,,3,5,2025-12-25,2025-12-26,2025-12-30,,Pending,Marketplace
6423,2625,,3,3,2025-01-10,2025-01-12,2025-01-14,2025-01-14,Completed,Mobile App
6424,429,,1,6,2025-11-08,2025-11-09,2025-11-12,2025-11-13,Completed,Web
6425,1421,,2,7,2025-03-19,2025-03-21,2025-03-21,2025-03-23,Completed,Mobile App
6426,484,,1,2,2022-11-01,2022-11-01,2022-11-07,2022-11-08,Completed,Web
6427,1460,,2,4,2023-12-24,,2023-12-30,,Cancelled,Marketplace
6428,1016,21,3,6,2023-01-28,,2023-01-30,,Pending,Sales Rep
6429,570,,3,1,2024-12-24,2024-12-26,2024-12-30,2024-12-30,Completed,Web
6430,926,,3,3,2025-12-09,2025-12-11,2025-12-15,2025-12-14,Completed,Marketplace
6431,2891,,4,1,2025-11-02,2025-11-02,2025-11-08,2025-11-09,Completed,Marketplace
6432,1933,,4,7,2022-01-03,,2022-01-09,,Cancelled,Mobile App
6433,2886,,1,7,2022-11-12,2022-11-14,2022-11-16,2022-11-16,Completed,Mobile App
6434,1907,,5,1,2022-06-06,,2022-06-08,,Pending,Web
6435,2628,,5,6,2023-01-06,2023-01-06,2023-01-11,2023-01-12,Completed,Mobile App
6436,2423,,3,5,2024-11-14,2024-11-14,2024-11-18,2024-11-17,Completed,Marketplace
6437,1094,,2,7,2025-03-06,2025-03-08,2025-03-08,2025-03-11,Completed,Web
6438,1697,,4,8,2025-07-02,2025-07-04,2025-07-05,2025-07-08,Completed,Web
6439,2414,18,3,8,2023-08-01,2023-08-03,2023-08-03,2023-08-05,Completed,Sales Rep
6440,1337,,5,8,2024-05-02,2024-05-04,2024-05-08,2024-05-10,Completed,Marketplace
6441,1198,2,3,3,2024-11-15,2024-11-17,2024-11-19,2024-11-21,Completed,Sales Rep
6442,2340,,1,7,2022-01-15,2022-01-17,2022-01-19,2022-01-19,Completed,Marketplace
6443,298,,4,1,2024-12-28,2024-12-29,2025-01-03,2025-01-02,Completed,Mobile App
6444,654,,5,2,2025-05-07,2025-05-07,2025-05-13,2025-05-13,Completed,Web
6445,617,,4,8,2024-05-19,2024-05-20,2024-05-23,2024-05-24,Completed,Web
6446,1966,,4,4,2023-05-15,2023-05-16,2023-05-19,2023-05-21,Completed,Web
6447,1802,,4,1,2022-02-15,2022-02-15,2022-02-20,2022-02-21,Completed,Mobile App
6448,2461,,4,2,2022-11-27,2022-11-27,2022-11-29,2022-12-01,Completed,Web
6449,1155,,2,2,2023-09-11,,2023-09-17,,Cancelled,Web
6450,1639,,5,5,2022-09-20,2022-09-20,2022-09-23,2022-09-22,Completed,Web
6451,2536,,1,7,2024-06-07,2024-06-08,2024-06-09,2024-06-09,Completed,Mobile App
6452,1689,,4,2,2024-05-06,2024-05-08,2024-05-12,,Pending,Mobile App
6453,1192,,5,1,2022-11-27,2022-11-29,2022-11-29,2022-11-30,Completed,Marketplace
6454,802,,5,3,2022-12-28,2022-12-28,2023-01-02,2023-01-01,Completed,Marketplace
6455,2103,,5,5,2023-01-27,2023-01-28,2023-01-29,2023-01-29,Completed,Mobile App
6456,1460,,3,4,2025-07-26,2025-07-28,2025-07-29,2025-07-29,Completed,Web
6457,988,,3,6,2023-12-07,2023-12-08,2023-12-10,2023-12-10,Completed,Web
6458,2581,,5,7,2024-05-11,2024-05-12,2024-05-17,2024-05-19,Completed,Mobile App
6459,1746,,4,7,2022-07-13,2022-07-14,2022-07-17,2022-07-17,Completed,Marketplace
6460,2599,,3,1,2023-12-20,2023-12-22,2023-12-22,2023-12-21,Completed,Web
6461,1232,,5,3,2025-06-19,2025-06-19,2025-06-25,2025-06-26,Completed,Web
6462,120,,4,5,2025-08-17,2025-08-18,2025-08-23,2025-08-23,Completed,Marketplace
6463,2604,14,5,1,2025-05-27,2025-05-28,2025-06-02,2025-06-04,Completed,Sales Rep
6464,985,,1,2,2025-09-10,2025-09-11,2025-09-13,2025-09-13,Completed,Mobile App
6465,2152,,5,3,2024-07-22,2024-07-24,2024-07-26,2024-07-27,Completed,Web
6466,580,,1,4,2025-12-30,2025-12-30,2026-01-02,,Pending,Mobile App
6467,850,,5,6,2024-12-13,2024-12-13,2024-12-18,2024-12-18,Completed,Mobile App
6468,246,,5,4,2025-10-07,2025-10-09,2025-10-10,2025-10-11,Completed,Web
6469,674,,5,7,2022-11-03,2022-11-04,2022-11-06,2022-11-09,Completed,Web
6470,757,,2,7,2022-12-03,,2022-12-08,,Pending,Mobile App
6471,2641,,5,6,2025-12-26,2025-12-27,2025-12-29,2025-12-30,Completed,Mobile App
6472,545,,2,7,2025-12-04,2025-12-04,2025-12-09,2025-12-10,Completed,Marketplace
6473,2830,,5,4,2022-12-13,2022-12-13,2022-12-15,2022-12-15,Completed,Marketplace
6474,814,,3,2,2025-10-12,,2025-10-17,,Cancelled,Web
6475,1615,,1,2,2022-11-07,2022-11-07,2022-11-11,2022-11-12,Completed,Marketplace
6476,2394,,4,8,2023-04-22,2023-04-23,2023-04-24,2023-04-25,Completed,Web
6477,313,,1,5,2022-03-14,2022-03-15,2022-03-16,2022-03-15,Completed,Web
6478,2192,,2,2,2023-03-24,2023-03-25,2023-03-29,2023-03-30,Completed,Mobile App
6479,930,,5,4,2022-06-26,2022-06-27,2022-06-28,2022-06-29,Completed,Web
6480,899,28,4,1,2022-08-07,,2022-08-09,,Cancelled,Sales Rep
6481,1911,,1,7,2023-11-05,2023-11-06,2023-11-11,2023-11-11,Completed,Mobile App
6482,1939,,3,1,2024-02-11,2024-02-13,2024-02-16,2024-02-16,Completed,Mobile App
6483,1849,,3,4,2023-11-25,2023-11-25,2023-11-29,,Pending,Web
6484,177,,2,6,2022-12-03,2022-12-04,2022-12-08,2022-12-08,Completed,Web
6485,2838,,2,5,2025-12-14,2025-12-16,2025-12-18,2025-12-21,Completed,Mobile App
6486,1625,,4,2,2025-04-08,2025-04-10,2025-04-12,2025-04-12,Completed,Marketplace
6487,2524,,1,2,2022-12-07,2022-12-07,2022-12-11,2022-12-12,Completed,Web
6488,2654,,1,2,2024-05-30,2024-05-31,2024-06-03,2024-06-02,Completed,Web
6489,576,18,3,4,2022-06-30,2022-06-30,2022-07-05,2022-07-05,Completed,Sales Rep
6490,941,29,4,3,2024-04-09,2024-04-11,2024-04-15,2024-04-15,Completed,Sales Rep
6491,1039,9,2,5,2025-08-24,2025-08-25,2025-08-30,2025-09-01,Completed,Sales Rep
6492,1622,,1,2,2022-02-07,2022-02-08,2022-02-09,2022-02-08,Completed,Marketplace
6493,1313,,4,1,2023-11-09,2023-11-11,2023-11-14,2023-11-15,Completed,Web
6494,1229,,5,2,2024-10-25,2024-10-27,2024-10-30,2024-10-31,Completed,Web
6495,1699,,1,2,2024-07-18,,2024-07-23,,Cancelled,Web
6496,900,,3,1,2023-01-05,2023-01-07,2023-01-07,2023-01-08,Completed,Web
6497,1993,,4,1,2023-12-15,,2023-12-19,,Pending,Mobile App
6498,182,,1,6,2024-08-21,2024-08-23,2024-08-24,2024-08-25,Completed,Marketplace
6499,587,,3,3,2022-10-05,2022-10-05,2022-10-10,2022-10-10,Completed,Web
6500,2343,,5,1,2024-02-20,2024-02-20,2024-02-25,2024-02-25,Completed,Mobile App
6501,700,,4,7,2024-01-14,2024-01-14,2024-01-17,2024-01-17,Completed,Web
6502,508,20,1,6,2023-02-19,2023-02-20,2023-02-24,,Pending,Sales Rep
6503,2602,,3,3,2024-06-15,2024-06-16,2024-06-20,,Pending,Web
6504,2285,,2,8,2022-06-29,2022-07-01,2022-07-02,2022-07-02,Completed,Mobile App
6505,1034,,2,3,2025-06-16,2025-06-17,2025-06-18,2025-06-17,Completed,Web
6506,582,,3,3,2022-05-03,2022-05-04,2022-05-08,,Pending,Mobile App
6507,527,,1,4,2024-09-13,2024-09-13,2024-09-17,2024-09-19,Completed,Mobile App
6508,2519,,4,5,2022-10-10,2022-10-12,2022-10-14,2022-10-14,Completed,Mobile App
6509,651,,1,4,2023-12-13,2023-12-13,2023-12-17,,Pending,Mobile App
6510,283,,4,6,2023-01-20,2023-01-20,2023-01-24,2023-01-26,Completed,Marketplace
6511,1708,,3,3,2023-09-05,2023-09-07,2023-09-07,,Pending,Web
6512,2437,,4,6,2025-02-15,2025-02-15,2025-02-18,2025-02-20,Completed,Web
6513,977,,5,5,2025-12-05,,2025-12-08,,Pending,Mobile App
6514,107,,2,6,2024-03-03,,2024-03-09,,Pending,Web
6515,2062,,5,3,2022-05-30,2022-06-01,2022-06-02,2022-06-02,Completed,Web
6516,2662,,3,2,2023-02-18,2023-02-20,2023-02-24,,Pending,Mobile App
6517,2308,,1,7,2024-12-23,2024-12-23,2024-12-27,2024-12-28,Completed,Mobile App
6518,2032,,4,6,2024-07-31,2024-07-31,2024-08-06,2024-08-06,Completed,Marketplace
6519,394,12,4,6,2025-02-26,2025-02-28,2025-02-28,2025-02-28,Completed,Sales Rep
6520,1503,,4,5,2025-05-24,2025-05-24,2025-05-26,2025-05-27,Completed,Mobile App
6521,2344,,5,7,2022-12-13,2022-12-14,2022-12-16,2022-12-16,Completed,Web
6522,438,,2,7,2025-07-12,2025-07-13,2025-07-16,2025-07-16,Completed,Mobile App
6523,2622,,2,5,2025-09-19,2025-09-20,2025-09-21,2025-09-21,Completed,Web
6524,653,,2,7,2025-09-12,2025-09-12,2025-09-18,2025-09-18,Completed,Mobile App
6525,1107,,2,6,2024-08-09,2024-08-09,2024-08-11,2024-08-12,Completed,Mobile App
6526,2710,,2,4,2022-11-25,,2022-11-28,,Cancelled,Mobile App
6527,1001,,1,1,2025-12-13,2025-12-13,2025-12-19,2025-12-21,Completed,Web
6528,78,,1,6,2023-07-18,,2023-07-21,,Cancelled,Web
6529,2605,,2,2,2022-07-25,2022-07-27,2022-07-27,2022-07-29,Completed,Web
6530,679,6,4,3,2023-01-03,2023-01-04,2023-01-09,2023-01-09,Completed,Sales Rep
6531,2780,,3,2,2023-11-01,2023-11-03,2023-11-05,2023-11-07,Completed,Web
6532,622,,3,3,2025-12-05,2025-12-07,2025-12-07,2025-12-07,Completed,Web
6533,1334,22,3,2,2024-12-06,2024-12-07,2024-12-12,2024-12-11,Completed,Sales Rep
6534,143,,2,7,2025-11-30,2025-12-01,2025-12-05,2025-12-05,Completed,Marketplace
6535,2002,,3,3,2023-03-08,,2023-03-12,,Cancelled,Web
6536,2786,,2,6,2022-02-26,2022-02-26,2022-02-28,2022-02-28,Completed,Marketplace
6537,2703,,3,6,2022-10-09,,2022-10-12,,Pending,Marketplace
6538,276,,1,5,2023-06-19,2023-06-21,2023-06-23,2023-06-23,Completed,Marketplace
6539,883,,5,3,2025-04-08,,2025-04-11,,Pending,Mobile App
6540,2474,15,5,7,2023-07-17,2023-07-17,2023-07-22,2023-07-23,Completed,Sales Rep
6541,1504,,3,4,2025-08-05,2025-08-06,2025-08-11,2025-08-12,Completed,Web
6542,1393,,4,4,2025-05-19,2025-05-21,2025-05-25,2025-05-26,Completed,Web
6543,2380,,5,2,2023-07-07,,2023-07-13,,Cancelled,Web
6544,2289,,3,1,2023-09-11,2023-09-12,2023-09-13,2023-09-14,Completed,Marketplace
6545,2264,,1,5,2022-08-26,2022-08-27,2022-08-28,2022-08-28,Completed,Web
6546,1240,5,5,6,2025-03-25,2025-03-26,2025-03-30,2025-03-30,Completed,Sales Rep
6547,2146,,1,4,2024-04-19,2024-04-20,2024-04-24,2024-04-25,Completed,Web
6548,1092,,2,2,2024-12-20,2024-12-21,2024-12-23,2024-12-22,Completed,Marketplace
6549,177,,2,6,2022-03-03,2022-03-04,2022-03-06,,Pending,Web
6550,1530,27,4,1,2025-07-19,2025-07-21,2025-07-21,2025-07-21,Completed,Sales Rep
6551,2556,,2,2,2024-06-07,2024-06-07,2024-06-09,2024-06-11,Completed,Web
6552,357,,3,2,2024-01-31,2024-02-02,2024-02-03,2024-02-04,Completed,Web
6553,984,,4,2,2025-07-07,2025-07-09,2025-07-12,2025-07-13,Completed,Mobile App
6554,1432,,2,3,2025-07-14,2025-07-16,2025-07-17,2025-07-17,Completed,Marketplace
6555,187,,5,3,2024-07-28,2024-07-28,2024-08-03,,Pending,Web
6556,1114,,5,2,2025-12-24,,2025-12-26,,Cancelled,Web
6557,1634,,1,8,2024-12-07,2024-12-07,2024-12-10,2024-12-10,Completed,Mobile App
6558,2491,,1,1,2023-09-30,2023-10-02,2023-10-02,2023-10-02,Completed,Web
6559,273,,1,3,2022-11-05,2022-11-07,2022-11-08,2022-11-08,Completed,Web
6560,724,,4,1,2022-08-15,2022-08-16,2022-08-17,2022-08-18,Completed,Mobile App
6561,2048,,4,3,2025-11-24,2025-11-25,2025-11-28,2025-11-29,Completed,Marketplace
6562,2078,28,1,7,2025-04-12,2025-04-12,2025-04-14,2025-04-14,Completed,Sales Rep
6563,732,21,1,6,2025-01-02,2025-01-04,2025-01-08,2025-01-08,Completed,Sales Rep
6564,1718,,1,7,2024-12-12,2024-12-13,2024-12-18,2024-12-19,Completed,Marketplace
6565,2543,,4,6,2024-11-18,2024-11-19,2024-11-21,2024-11-21,Completed,Mobile App
6566,1076,,3,4,2022-11-10,2022-11-10,2022-11-15,2022-11-15,Completed,Mobile App
6567,1117,,3,2,2024-04-06,2024-04-08,2024-04-10,2024-04-11,Completed,Web
6568,391,,5,3,2024-07-11,2024-07-12,2024-07-14,,Pending,Web
6569,1689,,2,2,2023-06-22,2023-06-24,2023-06-27,,Pending,Web
6570,2538,,5,1,2022-08-14,2022-08-15,2022-08-20,2022-08-20,Completed,Mobile App
6571,1353,,5,4,2022-11-18,,2022-11-22,,Cancelled,Web
6572,1173,,1,7,2023-02-01,2023-02-02,2023-02-07,2023-02-07,Completed,Web
6573,841,,2,8,2025-08-14,2025-08-16,2025-08-16,2025-08-19,Completed,Web
6574,2189,,3,5,2022-01-13,2022-01-14,2022-01-15,,Pending,Web
6575,631,26,4,6,2022-11-05,,2022-11-07,,Pending,Sales Rep
6576,1522,,2,3,2024-11-26,2024-11-28,2024-11-30,2024-12-03,Completed,Web
6577,2045,,3,4,2024-01-27,2024-01-29,2024-01-31,2024-02-03,Completed,Web
6578,2035,,1,3,2024-07-31,2024-08-02,2024-08-05,2024-08-05,Completed,Marketplace
6579,2662,,5,2,2023-11-25,2023-11-26,2023-11-28,,Pending,Marketplace
6580,2652,,1,7,2025-06-13,2025-06-14,2025-06-15,2025-06-15,Completed,Web
6581,1756,,2,1,2025-12-22,2025-12-23,2025-12-25,,Pending,Mobile App
6582,932,,1,5,2024-03-28,2024-03-28,2024-03-30,,Pending,Web
6583,888,,4,1,2023-09-17,2023-09-18,2023-09-21,,Pending,Web
6584,894,2,5,8,2023-11-26,2023-11-26,2023-11-30,2023-11-30,Completed,Sales Rep
6585,2884,,4,5,2022-12-01,2022-12-02,2022-12-07,,Pending,Web
6586,2506,,5,3,2025-12-06,2025-12-08,2025-12-10,2025-12-11,Completed,Mobile App
6587,207,,5,7,2022-02-18,2022-02-19,2022-02-20,2022-02-20,Completed,Web
6588,2483,,5,3,2024-09-01,2024-09-01,2024-09-07,2024-09-08,Completed,Web
6589,2214,,4,5,2025-12-26,2025-12-26,2025-12-31,2025-12-31,Completed,Web
6590,541,,2,2,2025-09-12,2025-09-12,2025-09-17,2025-09-18,Completed,Mobile App
6591,2880,,3,2,2023-06-08,2023-06-09,2023-06-14,2023-06-13,Completed,Mobile App
6592,2964,,3,8,2023-04-10,2023-04-10,2023-04-13,,Pending,Marketplace
6593,700,,2,7,2025-09-29,2025-09-29,2025-10-05,2025-10-06,Completed,Web
6594,795,,2,6,2024-01-07,2024-01-07,2024-01-11,2024-01-13,Completed,Mobile App
6595,770,,3,6,2023-11-19,,2023-11-21,,Pending,Web
6596,2873,,1,1,2022-11-22,2022-11-24,2022-11-28,2022-11-28,Completed,Marketplace
6597,647,,3,6,2024-07-06,2024-07-07,2024-07-12,2024-07-12,Completed,Web
6598,1034,,4,3,2022-06-12,2022-06-13,2022-06-16,2022-06-16,Completed,Mobile App
6599,191,,3,1,2025-08-10,,2025-08-14,,Cancelled,Mobile App
6600,680,,1,2,2022-05-10,2022-05-11,2022-05-12,2022-05-13,Completed,Marketplace
6601,2886,,1,7,2025-01-19,2025-01-19,2025-01-22,2025-01-22,Completed,Mobile App
6602,1089,,5,2,2023-10-02,,2023-10-07,,Cancelled,Web
6603,1098,,1,3,2022-03-06,2022-03-06,2022-03-09,2022-03-09,Completed,Web
6604,377,,1,2,2024-06-06,2024-06-08,2024-06-08,2024-06-08,Completed,Web
6605,1818,,3,8,2025-06-14,2025-06-16,2025-06-16,2025-06-17,Completed,Web
6606,2966,,1,6,2024-01-31,2024-02-02,2024-02-05,2024-02-08,Completed,Web
6607,847,3,4,4,2023-11-03,2023-11-03,2023-11-07,2023-11-07,Completed,Sales Rep
6608,2532,,4,2,2023-06-24,2023-06-26,2023-06-30,2023-06-30,Completed,Web
6609,2498,,4,2,2023-11-30,2023-12-02,2023-12-06,2023-12-07,Completed,Mobile App
6610,362,,4,4,2023-06-07,2023-06-07,2023-06-10,2023-06-10,Completed,Web
6611,2460,,3,4,2024-04-07,2024-04-08,2024-04-12,,Pending,Mobile App
6612,2732,,1,6,2025-04-15,2025-04-17,2025-04-20,2025-04-19,Completed,Web
6613,1780,,2,7,2023-05-18,2023-05-18,2023-05-22,2023-05-22,Completed,Marketplace
6614,2466,,1,2,2023-12-30,2023-12-31,2024-01-03,2024-01-04,Completed,Web
6615,415,,3,5,2022-01-11,2022-01-11,2022-01-14,2022-01-16,Completed,Web
6616,1928,,1,3,2024-09-07,2024-09-09,2024-09-09,2024-09-09,Completed,Web
6617,2732,,4,6,2024-05-10,2024-05-12,2024-05-14,2024-05-15,Completed,Web
6618,1078,,2,1,2023-12-15,2023-12-17,2023-12-20,2023-12-19,Completed,Mobile App
6619,1420,,5,5,2022-05-05,2022-05-05,2022-05-08,2022-05-09,Completed,Marketplace
6620,261,,3,8,2025-09-16,,2025-09-21,,Pending,Marketplace
6621,1180,,2,3,2023-10-30,2023-10-30,2023-11-03,2023-11-04,Completed,Web
6622,2171,,1,1,2023-11-08,2023-11-10,2023-11-12,2023-11-12,Completed,Web
6623,307,,3,8,2023-06-24,2023-06-25,2023-06-30,2023-06-30,Completed,Web
6624,2695,,2,1,2025-08-13,2025-08-15,2025-08-19,,Pending,Web
6625,2588,,5,7,2022-02-03,2022-02-03,2022-02-08,2022-02-08,Completed,Web
6626,2374,,4,1,2025-02-28,2025-02-28,2025-03-04,2025-03-04,Completed,Web
6627,1495,,4,6,2023-04-24,2023-04-26,2023-04-29,2023-04-29,Completed,Web
6628,1224,,1,7,2024-12-25,2024-12-26,2024-12-29,2024-12-29,Completed,Web
6629,2151,,4,3,2025-03-07,2025-03-09,2025-03-09,2025-03-09,Completed,Web
6630,1937,,1,6,2022-07-02,2022-07-04,2022-07-06,,Pending,Mobile App
6631,396,,5,5,2025-07-02,,2025-07-07,,Pending,Web
6632,2473,,1,3,2022-03-14,2022-03-15,2022-03-20,2022-03-22,Completed,Web
6633,2140,,2,1,2023-03-20,2023-03-22,2023-03-24,2023-03-24,Completed,Marketplace
6634,2922,,1,6,2025-12-11,2025-12-11,2025-12-17,2025-12-19,Completed,Mobile App
