payment_id,order_id,payment_method,payment_status,amount,payment_date
6838,6838,Invoice,Paid,380.44,2025-11-14
6839,6839,PayPal,Refunded,398.41,2023-02-06
6840,6840,Invoice,Paid,905.94,2023-05-27
6841,6841,PayPal,Pending,1535.28,2022-10-05
6842,6842,Card,Paid,1360.45,2022-09-26
6843,6843,Invoice,Paid,2635.41,2025-11-22
6844,6844,Invoice,Paid,2720.95,2022-12-06
6845,6845,PayPal,Pending,1922.23,2025-09-26
6846,6846,Card,Paid,1052.99,2025-10-08
6847,6847,Invoice,Paid,1130.26,2025-06-02
6848,6848,Bank Transfer,Refunded,2737.56,2023-01-29
6849,6849,PayPal,Paid,1361.1,2024-01-05
6850,6850,Card,Refunded,1798.15,2023-11-13
6851,6851,PayPal,Paid,937.16,2025-07-19
6852,6852,Bank Transfer,Pending,43.05,2022-11-04
6853,6853,Invoice,Paid,637.03,2023-05-10
6854,6854,Card,Paid,246.04,2022-12-24
6855,6855,Invoice,Paid,418.19,2025-06-05
6856,6856,Card,Paid,556.16,2024-06-09
6857,6857,Invoice,Paid,551.62,2024-07-24
6858,6858,PayPal,Paid,1581.44,2022-10-07
6859,6859,Bank Transfer,Paid,1472.72,2024-04-10
6860,6860,Card,Paid,219.05,2022-12-09
6861,6861,Bank Transfer,Refunded,946.66,2024-07-17
6862,6862,Bank Transfer,Paid,1163.09,2022-10-16
6863,6863,Invoice,Paid,1689.36,2024-07-31
6864,6864,Card,Pending,1637.5,2022-10-14
6865,6865,PayPal,Paid,1238.17,2025-12-06
6866,6866,Bank Transfer,Refunded,2231.01,2024-09-16
6867,6867,Card,Paid,461.69,2024-07-23
6868,6868,Bank Transfer,Paid,327.99,2025-11-04
6869,6869,Card,Paid,360.3,2024-04-01
6870,6870,Card,Paid,360.07,2022-12-02
6871,6871,Card,Paid,1357.06,2024-06-17
6872,6872,Invoice,Paid,1172.12,2023-09-16
6873,6873,Invoice,Pending,312.73,2023-05-25
6874,6874,PayPal,Paid,532.22,2022-04-21
6875,6875,Invoice,Paid,36.32,2024-12-06
6876,6876,Card,Paid,1146.34,2022-04-18
6877,6877,PayPal,Paid,476.53,2023-08-29
6878,6878,Card,Paid,649.51,2022-02-01
6879,6879,Card,Paid,625.36,2024-04-23
6880,6880,PayPal,Refunded,606.24,2024-11-27
6881,6881,PayPal,Paid,1594.41,2022-11-04
6882,6882,Invoice,Paid,4644.5,2025-07-20
6883,6883,Card,Paid,359.97,2024-04-09
6884,6884,Invoice,Paid,1598.57,2023-10-09
6885,6885,Bank Transfer,Paid,1014.78,2022-05-22
6886,6886,Invoice,Pending,2800.87,2025-09-07
6887,6887,Card,Paid,503.7,2023-09-17
6888,6888,PayPal,Paid,2128.1,2024-11-12
6889,6889,Card,Paid,1562.6,2023-09-22
6890,6890,Card,Paid,1210.57,2023-05-06
6891,6891,Bank Transfer,Pending,2921.28,2023-11-03
6892,6892,Card,Paid,2234.66,2025-03-03
6893,6893,PayPal,Paid,1360.83,2024-07-07
6894,6894,Bank Transfer,Paid,422.66,2023-08-14
6895,6895,Bank Transfer,Pending,1509.14,2025-07-29
6896,6896,Card,Paid,1055.55,2022-06-15
6897,6897,PayPal,Pending,767.02,2023-02-05
6898,6898,Card,Paid,682.92,2025-03-19
6899,6899,Invoice,Paid,1487.55,2025-11-04
6900,6900,PayPal,Paid,489.99,2025-09-09
6901,6901,Invoice,Paid,1073.11,2024-11-21
6902,6902,Card,Paid,207.1,2022-01-15
6903,6903,Invoice,Paid,572.03,2023-07-09
6904,6904,Card,Paid,344.11,2025-05-09
6905,6905,PayPal,Pending,582.43,2022-06-14
6906,6906,Invoice,Paid,958.54,2025-06-01
6907,6907,Bank Transfer,Pending,1247.87,2024-07-03
6908,6908,Bank Transfer,Paid,665.63,2023-03-23
6909,6909,Card,Paid,1416.17,2022-03-12
6910,6910,Invoice,Paid,716.34,2022-10-03
6911,6911,Card,Paid,892.67,2022-03-10
6912,6912,Invoice,Paid,1257.15,2025-07-28
6913,6913,Invoice,Paid,2382.77,2023-08-21
6914,6914,Invoice,Paid,2518.92,2025-07-15
6915,6915,Bank Transfer,Paid,117.29,2022-12-04
6916,6916,Bank Transfer,Paid,700.31,2024-11-22
6917,6917,PayPal,Paid,1340.23,2024-07-13
6918,6918,Card,Pending,595.29,2022-02-06
6919,6919,Invoice,Paid,582.08,2022-07-16
6920,6920,Card,Paid,1853.95,2022-03-28
6921,6921,Bank Transfer,Pending,100.57,2025-05-08
6922,6922,Card,Paid,291.85,2025-06-03
6923,6923,Invoice,Paid,205.51,2024-01-09
6924,6924,Bank Transfer,Paid,1068.23,2022-12-23
6925,6925,Bank Transfer,Paid,227.55,2022-07-02
6926,6926,Bank Transfer,Paid,284.51,2024-01-17
6927,6927,Card,Pending,1013.83,2023-10-01
6928,6928,Bank Transfer,Paid,699.69,2023-08-30
6929,6929,Card,Pending,1225.96,2024-08-03
6930,6930,Invoice,Pending,2449.11,2024-06-19
6931,6931,PayPal,Paid,139.99,2025-03-01
6932,6932,Card,Paid,310.45,2025-03-24
6933,6933,Bank Transfer,Paid,639.13,2024-11-16
6934,6934,PayPal,Pending,515.21,2023-03-24
6935,6935,PayPal,Pending,721.15,2025-09-30
6936,6936,Bank Transfer,Pending,277.81,2025-08-10
6937,6937,PayPal,Paid,2819.7,2025-12-26
6938,6938,PayPal,Pending,1041.64,2024-06-11
6939,6939,Card,Paid,1685.48,2025-06-04
6940,6940,Invoice,Pending,898.26,2022-11-16
6941,6941,Invoice,Paid,218.54,2023-04-03
6942,6942,Invoice,Paid,1960.02,2024-07-19
6943,6943,Bank Transfer,Paid,356.72,2022-01-16
6944,6944,Card,Paid,2143.21,2022-04-10
6945,6945,PayPal,Paid,1848.03,2023-02-10
6946,6946,PayPal,Paid,805.21,2023-04-30
6947,6947,Invoice,Paid,1168.39,2024-02-08
6948,6948,Bank Transfer,Paid,336.72,2023-12-14
6949,6949,Bank Transfer,Paid,284.26,2023-08-30
6950,6950,PayPal,Refunded,323.56,2024-11-08
6951,6951,Invoice,Paid,36.74,2022-03-13
6952,6952,PayPal,Paid,920.87,2024-04-17
6953,6953,Bank Transfer,Pending,3546.73,2024-04-09
6954,6954,Bank Transfer,Paid,340.21,2025-06-08
6955,6955,Card,Paid,538.55,2025-03-25
6956,6956,PayPal,Paid,702.41,2023-04-23
6957,6957,Invoice,Paid,895.1,2023-02-13
6958,6958,Card,Paid,405.71,2022-07-03
6959,6959,Invoice,Paid,922.15,2024-12-28
6960,6960,Card,Pending,2750.13,2023-09-16
6961,6961,Card,Paid,366.04,2022-09-08
6962,6962,Bank Transfer,Paid,764.8,2023-03-07
6963,6963,Invoice,Paid,1729.93,2023-05-16
6964,6964,Invoice,Paid,1041.6,2024-08-12
6965,6965,Bank Transfer,Paid,223.11,2023-09-22
6966,6966,Invoice,Paid,514.43,2023-04-24
6967,6967,Bank Transfer,Paid,2254.12,2025-07-17
6968,6968,Invoice,Paid,1701.63,2022-09-11
6969,6969,PayPal,Paid,2166.29,2024-08-27
6970,6970,Invoice,Paid,1695.86,2023-12-22
6971,6971,Bank Transfer,Paid,1427.22,2022-03-02
6972,6972,Card,Paid,2421.9,2023-09-10
6973,6973,Bank Transfer,Paid,73.7,2025-09-12
6974,6974,Bank Transfer,Paid,944.52,2024-07-18
6975,6975,Bank Transfer,Paid,889.01,2023-11-16
6976,6976,PayPal,Paid,964.06,2025-08-19
6977,6977,Invoice,Paid,1969.11,2023-07-20
6978,6978,Bank Transfer,Paid,4155.25,2025-08-20
6979,6979,PayPal,Paid,1457.53,2022-03-10
6980,6980,Invoice,Pending,1352.5,2024-04-24
6981,6981,Invoice,Paid,1244.58,2025-10-04
6982,6982,Bank Transfer,Paid,2092.52,2025-04-21
6983,6983,Invoice,Paid,973.35,2023-08-23
6984,6984,Card,Paid,543.48,2025-06-23
6985,6985,PayPal,Refunded,352.9,2022-02-12
6986,6986,Bank Transfer,Paid,1107.78,2024-05-15
6987,6987,Bank Transfer,Paid,401.75,2025-03-30
6988,6988,Card,Paid,1241.33,2023-07-13
6989,6989,Card,Paid,369.08,2024-07-09
6990,6990,Card,Paid,712.85,2023-04-20
6991,6991,Card,Paid,524.83,2023-05-06
6992,6992,PayPal,Paid,576.83,2025-01-30
6993,6993,Invoice,Paid,1489.29,2022-09-24
6994,6994,Bank Transfer,Pending,1939.17,2023-02-13
6995,6995,PayPal,Paid,229.95,2022-08-21
6996,6996,Invoice,Paid,310.63,2024-06-27
6997,6997,Card,Paid,1732.19,2023-06-25
6998,6998,PayPal,Paid,142.34,2025-07-19
6999,6999,Card,Paid,129.82,2022-10-27
7000,7000,Bank Transfer,Paid,250.21,2022-11-05
7001,7001,Card,Pending,191.03,2024-11-04
7002,7002,Card,Paid,839.36,2023-03-28
7003,7003,Card,Pending,947.25,2024-01-29
7004,7004,Bank Transfer,Paid,537.45,2023-12-31
7005,7005,Card,Paid,1066.23,2022-10-02
7006,7006,Card,Pending,1763.28,2022-07-04
7007,7007,Bank Transfer,Pending,78.9,2023-05-18
7008,7008,Invoice,Paid,1260.98,2023-12-02
7009,7009,Invoice,Paid,1157.52,2022-09-15
7010,7010,PayPal,Paid,1336.98,2024-10-06
7011,7011,PayPal,Paid,3172.41,2023-09-05
7012,7012,Card,Paid,1594.42,2025-04-21
7013,7013,Card,Pending,779.12,2024-11-20
7014,7014,Invoice,Paid,1788.87,2022-07-30
7015,7015,PayPal,Paid,519.21,2023-04-13
7016,7016,PayPal,Paid,241.9,2023-04-23
7017,7017,Bank Transfer,Refunded,578.61,2025-12-19
7018,7018,Invoice,Pending,1674.26,2022-07-28
7019,7019,Card,Paid,1111.44,2023-10-30
7020,7020,Card,Paid,932.67,2024-02-15
7021,7021,Card,Paid,1583.83,2025-04-27
7022,7022,Bank Transfer,Paid,549.72,2025-04-22
7023,7023,Bank Transfer,Paid,3877.62,2025-04-18
7024,7024,Card,Refunded,1884.39,2024-05-07
7025,7025,Invoice,Paid,191.34,2022-12-18
7026,7026,Invoice,Paid,382.09,2024-04-03
7027,7027,Invoice,Paid,3164.08,2024-11-28
7028,7028,Invoice,Paid,1048.23,2025-02-04
7029,7029,Card,Paid,1207.79,2022-05-21
7030,7030,Bank Transfer,Paid,142.16,2023-08-08
7031,7031,Bank Transfer,Paid,1516.99,2025-11-24
7032,7032,Invoice,Pending,1416.69,2022-11-27
7033,7033,Invoice,Paid,2218.63,2022-10-22
7034,7034,PayPal,Pending,2000.45,2024-12-23
7035,7035,Bank Transfer,Paid,551.11,2025-11-10
7036,7036,Bank Transfer,Paid,1804.4,2022-06-27
7037,7037,Bank Transfer,Pending,944.91,2022-10-03
7038,7038,Card,Paid,1599.41,2022-09-08
7039,7039,PayPal,Pending,123.06,2023-07-09
7040,7040,Bank Transfer,Pending,343.49,2025-10-06
7041,7041,Card,Paid,2233.65,2022-06-02
7042,7042,Invoice,Paid,3571.3,2022-05-12
7043,7043,Bank Transfer,Paid,2145.66,2023-07-22
7044,7044,PayPal,Pending,833.11,2025-12-29
7045,7045,Bank Transfer,Paid,1455.09,2022-04-15
7046,7046,Bank Transfer,Pending,240.4,2022-08-02
7047,7047,Card,Paid,1960.81,2024-11-21
7048,7048,PayPal,Paid,845.86,2025-03-14
7049,7049,Bank Transfer,Paid,3302.02,2025-12-24
7050,7050,Card,Paid,434.01,2022-08-12
7051,7051,Invoice,Paid,1319.89,2025-02-27
7052,7052,PayPal,Paid,175.98,2023-11-03
7053,7053,Invoice,Paid,603.11,2024-10-07
7054,7054,Bank Transfer,Paid,360.12,2025-02-04
7055,7055,Card,Paid,632.85,2025-12-30
7056,7056,Card,Paid,1273.79,2023-08-21
7057,7057,Invoice,Paid,1770.02,2022-06-12
7058,7058,PayPal,Paid,1554.35,2025-04-18
7059,7059,Card,Paid,1692.06,2025-12-04
7060,7060,PayPal,Refunded,512.5,2025-02-25
7061,7061,Bank Transfer,Pending,616.37,2025-04-17
7062,7062,Card,Paid,290.53,2024-09-13
7063,7063,Card,Paid,519.59,2023-07-06
7064,7064,Invoice,Paid,2834.14,2025-05-02
7065,7065,PayPal,Paid,1460.68,2024-12-12
7066,7066,PayPal,Paid,1365.4,2022-12-10
7067,7067,PayPal,Refunded,1222.61,2025-04-23
7068,7068,Invoice,Pending,2870.26,2022-08-02
7069,7069,Invoice,Paid,700.28,2025-11-11
7070,7070,Bank Transfer,Pending,382.5,2025-06-17
7071,7071,Invoice,Paid,2392.91,2022-10-27
7072,7072,Card,Pending,52.75,2023-08-26
7073,7073,Bank Transfer,Paid,3824.62,2025-03-03
7074,7074,Invoice,Pending,337.66,2025-11-27
7075,7075,PayPal,Paid,816.02,2023-11-25
7076,7076,Invoice,Paid,2979.44,2024-05-09
7077,7077,PayPal,Paid,1885.76,2025-04-19
7078,7078,Card,Paid,326.97,2022-10-14
7079,7079,Invoice,Paid,2952.6,2025-06-27
7080,7080,PayPal,Paid,716.96,2022-03-30
7081,7081,Bank Transfer,Paid,1136.74,2024-08-01
7082,7082,Card,Paid,889.33,2025-11-18
7083,7083,Invoice,Paid,1602.91,2023-01-10
7084,7084,Card,Paid,432.76,2025-09-30
7085,7085,PayPal,Pending,3611.23,2025-03-06
7086,7086,Invoice,Paid,2397.76,2023-03-25
7087,7087,Card,Paid,1398.89,2025-07-03
7088,7088,PayPal,Paid,654.15,2024-12-13
7089,7089,Card,Paid,2775.45,2024-12-14
7090,7090,Bank Transfer,Paid,338.64,2025-07-20
7091,7091,PayPal,Paid,913.88,2022-10-15
7092,7092,Bank Transfer,Paid,682.9,2023-09-28
7093,7093,Bank Transfer,Paid,2900.76,2022-11-19
7094,7094,Card,Paid,1806.67,2024-07-28
7095,7095,Bank Transfer,Paid,468.1,2025-03-28
7096,7096,Card,Paid,188.44,2023-04-21
7097,7097,Card,Refunded,2187.45,2025-11-19
7098,7098,PayPal,Pending,980.29,2022-09-23
7099,7099,PayPal,Paid,282.61,2025-08-31
7100,7100,Invoice,Paid,196.26,2023-10-28
7101,7101,Bank Transfer,Paid,2563.44,2024-06-25
7102,7102,Invoice,Paid,1347.11,2023-06-18
7103,7103,Invoice,Refunded,564.51,2023-07-30
7104,7104,Card,Paid,2750.57,2023-05-08
7105,7105,PayPal,Paid,535.93,2022-09-10
7106,7106,Bank Transfer,Paid,318.42,2024-08-07
7107,7107,PayPal,Paid,194.18,2022-08-31
7108,7108,Card,Paid,968.8,2022-12-07
7109,7109,PayPal,Paid,596.98,2022-09-29
7110,7110,Card,Pending,864.58,2024-07-05
7111,7111,Invoice,Paid,658.49,2023-07-02
7112,7112,Invoice,Paid,2122.54,2023-01-26
7113,7113,Invoice,Pending,2049.59,2023-11-18
7114,7114,Card,Paid,648.15,2024-07-12
7115,7115,Invoice,Paid,717.76,2022-09-17
7116,7116,Invoice,Paid,110.63,2023-03-22
7117,7117,PayPal,Paid,229.64,2024-09-11
7118,7118,Card,Paid,42.63,2024-11-25
7119,7119,Invoice,Paid,3201.0,2022-01-04
7120,7120,PayPal,Paid,109.32,2025-07-22
7121,7121,PayPal,Paid,228.99,2023-09-28
7122,7122,Bank Transfer,Paid,409.35,2022-01-11
7123,7123,PayPal,Paid,2023.35,2025-05-21
7124,7124,Card,Paid,169.11,2024-12-15
7125,7125,Invoice,Paid,2015.63,2025-06-16
7126,7126,Invoice,Paid,1437.41,2024-10-10
7127,7127,PayPal,Pending,333.26,2022-10-19
7128,7128,Card,Refunded,1634.81,2024-12-10
7129,7129,Bank Transfer,Paid,1642.1,2024-12-12
7130,7130,Card,Pending,169.76,2024-01-13
7131,7131,Bank Transfer,Paid,563.96,2024-08-12
7132,7132,Card,Refunded,314.04,2023-04-24
7133,7133,Bank Transfer,Pending,459.33,2025-08-28
7134,7134,Bank Transfer,Refunded,5747.63,2024-02-20
7135,7135,Card,Paid,18.68,2022-05-23
7136,7136,Bank Transfer,Paid,1028.34,2024-11-09
7137,7137,PayPal,Paid,802.48,2025-05-14
7138,7138,PayPal,Paid,1521.96,2025-06-29
7139,7139,Invoice,Refunded,1068.56,2022-12-04
7140,7140,Card,Paid,1510.21,2024-09-21
7141,7141,Bank Transfer,Paid,420.41,2025-08-21
7142,7142,Card,Pending,1401.46,2023-09-09
7143,7143,Bank Transfer,Paid,365.68,2025-06-07
7144,7144,Bank Transfer,Pending,325.42,2024-04-27
7145,7145,Invoice,Pending,921.45,2025-01-31
7146,7146,Card,Paid,1142.19,2023-07-26
7147,7147,PayPal,Paid,709.98,2023-12-07
7148,7148,Invoice,Pending,1415.91,2023-03-13
7149,7149,Invoice,Paid,571.89,2023-08-13
7150,7150,Bank Transfer,Paid,777.27,2023-07-18
7151,7151,Invoice,Paid,1922.45,2025-07-22
7152,7152,Bank Transfer,Paid,2269.38,2024-04-29
7153,7153,Invoice,Pending,947.91,2022-10-10
7154,7154,Invoice,Paid,296.46,2023-12-24
7155,7155,Card,Pending,1422.47,2025-05-03
7156,7156,Card,Paid,609.35,2025-10-15
7157,7157,Invoice,Paid,582.08,2022-10-17
7158,7158,Invoice,Paid,632.45,2023-10-05
7159,7159,PayPal,Paid,364.28,2024-07-28
7160,7160,PayPal,Paid,860.2,2023-10-28
7161,7161,PayPal,Refunded,2008.79,2022-01-27
7162,7162,PayPal,Paid,1121.62,2022-12-03
7163,7163,Card,Paid,213.62,2024-09-12
7164,7164,Bank Transfer,Paid,98.26,2022-10-11
7165,7165,Bank Transfer,Paid,921.24,2023-06-17
7166,7166,Invoice,Paid,310.31,2023-04-14
7167,7167,Card,Pending,1968.24,2023-10-24
7168,7168,Card,Paid,2412.28,2025-01-22
7169,7169,Card,Pending,1193.34,2024-12-24
7170,7170,Bank Transfer,Paid,437.6,2022-06-20
7171,7171,PayPal,Pending,869.1,2024-01-15
7172,7172,Invoice,Refunded,588.99,2024-07-29
7173,7173,Invoice,Paid,1342.5,2023-11-25
7174,7174,PayPal,Pending,3439.43,2025-06-04
7175,7175,Card,Paid,1401.89,2025-05-13
7176,7176,PayPal,Paid,264.8,2022-01-22
7177,7177,Invoice,Pending,392.22,2024-07-18
7178,7178,Invoice,Paid,565.06,2024-09-18
7179,7179,PayPal,Paid,692.07,2022-12-03
7180,7180,PayPal,Paid,2808.07,2022-12-21
7181,7181,Invoice,Paid,146.06,2023-04-29
7182,7182,PayPal,Paid,987.69,2025-11-17
7183,7183,Card,Refunded,1711.4,2023-09-21
7184,7184,Invoice,Paid,1736.55,2025-05-10
7185,7185,Bank Transfer,Paid,1948.0,2024-12-06
7186,7186,PayPal,Paid,1620.49,2023-09-18
7187,7187,Bank Transfer,Paid,150.51,2022-10-07
7188,7188,PayPal,Paid,1458.41,2025-01-01
7189,7189,Bank Transfer,Pending,1565.45,2022-07-11
7190,7190,PayPal,Pending,198.16,2025-05-28
7191,7191,PayPal,Pending,826.35,2025-12-22
7192,7192,Invoice,Paid,1933.77,2024-04-02
7193,7193,Bank Transfer,Paid,3837.27,2024-07-03
7194,7194,Invoice,Paid,570.76,2022-01-16
7195,7195,Invoice,Paid,1757.66,2022-07-18
7196,7196,Card,Paid,806.1,2023-11-19
7197,7197,Invoice,Paid,531.82,2023-09-29
7198,7198,Invoice,Paid,1714.7,2022-04-07
7199,7199,Card,Paid,233.68,2024-06-18
7200,7200,Card,Pending,275.74,2022-10-25
7201,7201,Invoice,Paid,1052.67,2025-12-23
7202,7202,Bank Transfer,Paid,299.35,2025-12-03
7203,7203,Bank Transfer,Paid,795.99,2025-10-31
7204,7204,Invoice,Pending,1622.93,2024-12-30
7205,7205,Bank Transfer,Paid,409.03,2025-12-04
7206,7206,Bank Transfer,Paid,1339.86,2024-09-13
7207,7207,Bank Transfer,Paid,1570.82,2024-06-01
7208,7208,Card,Paid,298.79,2025-08-11
7209,7209,Invoice,Paid,864.51,2025-06-29
7210,7210,Card,Pending,98.57,2023-12-15
7211,7211,Card,Paid,1327.81,2025-09-05
7212,7212,Card,Paid,239.4,2025-12-29
7213,7213,Bank Transfer,Paid,992.16,2024-11-02
7214,7214,PayPal,Pending,655.26,2023-04-06
7215,7215,Bank Transfer,Paid,787.63,2022-06-18
7216,7216,Card,Paid,2393.78,2024-05-06
7217,7217,Bank Transfer,Paid,810.73,2022-07-25
7218,7218,Invoice,Paid,957.53,2022-11-22
7219,7219,Bank Transfer,Pending,284.74,2024-08-11
7220,7220,PayPal,Paid,370.21,2022-11-19
7221,7221,PayPal,Refunded,663.29,2023-07-04
7222,7222,Bank Transfer,Paid,1377.17,2023-06-15
7223,7223,Card,Paid,888.05,2023-08-20
7224,7224,PayPal,Paid,840.74,2024-03-30
7225,7225,Invoice,Paid,629.63,2022-04-03
7226,7226,Card,Paid,371.36,2025-06-11
7227,7227,Bank Transfer,Pending,686.01,2024-11-03
7228,7228,PayPal,Pending,1566.6,2022-12-16
7229,7229,Card,Paid,271.95,2023-12-04
7230,7230,Invoice,Paid,414.05,2023-06-04
7231,7231,PayPal,Paid,732.57,2025-10-24
7232,7232,Bank Transfer,Paid,761.87,2025-12-31
7233,7233,PayPal,Paid,133.84,2024-04-19
7234,7234,Bank Transfer,Paid,987.41,2024-06-25
7235,7235,Card,Paid,172.51,2025-10-21
7236,7236,Bank Transfer,Paid,1392.38,2022-02-07
7237,7237,PayPal,Pending,1956.63,2025-11-14
7238,7238,PayPal,Pending,976.68,2024-11-06
7239,7239,Card,Paid,1758.56,2023-06-16
7240,7240,Invoice,Pending,562.86,2023-01-13
7241,7241,Bank Transfer,Pending,776.91,2024-11-08
7242,7242,Card,Paid,1002.43,2023-09-10
7243,7243,Bank Transfer,Paid,965.64,2023-08-19
7244,7244,Invoice,Paid,1906.77,2023-07-19
7245,7245,Invoice,Refunded,1706.52,2025-05-09
7246,7246,Bank Transfer,Pending,2958.91,2024-10-07
7247,7247,Bank Transfer,Refunded,503.07,2023-02-07
7248,7248,PayPal,Pending,255.64,2022-02-15
7249,7249,Bank Transfer,Paid,241.4,2024-10-15
7250,7250,PayPal,Pending,734.51,2025-04-15
7251,7251,Invoice,Refunded,812.41,2025-11-15
7252,7252,PayPal,Pending,1318.97,2023-04-28
7253,7253,Invoice,Pending,905.44,2024-07-10
7254,7254,Card,Refunded,512.22,2025-06-02
7255,7255,PayPal,Paid,2808.69,2022-12-16
7256,7256,PayPal,Paid,355.13,2024-04-21
7257,7257,Bank Transfer,Paid,1351.78,2022-07-02
7258,7258,Bank Transfer,Paid,496.66,2024-09-24
7259,7259,Bank Transfer,Paid,20.43,2024-10-07
7260,7260,PayPal,Paid,914.69,2022-12-22
7261,7261,Card,Paid,69.62,2025-10-03
7262,7262,Bank Transfer,Paid,1253.47,2024-11-05
7263,7263,Card,Paid,4607.09,2022-06-18
7264,7264,Bank Transfer,Paid,852.37,2024-08-18
7265,7265,Card,Paid,479.12,2024-12-02
7266,7266,Card,Paid,1134.99,2024-07-29
7267,7267,Bank Transfer,Paid,1527.53,2022-01-22
7268,7268,Bank Transfer,Paid,257.3,2022-04-24
7269,7269,Bank Transfer,Paid,371.1,2022-05-27
7270,7270,Card,Refunded,219.13,2024-10-10
7271,7271,Invoice,Paid,232.52,2023-06-07
7272,7272,PayPal,Paid,1000.38,2025-05-01
7273,7273,PayPal,Paid,1527.34,2025-03-18
7274,7274,Card,Pending,548.67,2025-11-08
7275,7275,Bank Transfer,Paid,316.2,2023-11-20
7276,7276,Invoice,Paid,2010.15,2023-11-26
7277,7277,Invoice,Paid,718.84,2025-10-26
7278,7278,Invoice,Paid,2318.97,2024-09-27
7279,7279,Invoice,Paid,749.42,2022-07-14
7280,7280,PayPal,Paid,81.22,2025-05-24
7281,7281,Invoice,Paid,3034.98,2023-06-13
7282,7282,PayPal,Paid,1800.51,2022-06-01
7283,7283,PayPal,Paid,607.78,2023-12-31
7284,7284,PayPal,Paid,373.23,2025-06-30
7285,7285,Bank Transfer,Refunded,2793.07,2023-09-21
7286,7286,Bank Transfer,Paid,420.95,2025-12-23
7287,7287,Bank Transfer,Paid,530.12,2025-02-27
7288,7288,Bank Transfer,Paid,1578.2,2025-07-11
7289,7289,Bank Transfer,Paid,1146.38,2022-03-04
7290,7290,PayPal,Pending,584.41,2024-04-25
7291,7291,PayPal,Paid,898.35,2022-06-21
7292,7292,Invoice,Paid,1100.41,2023-10-29
7293,7293,PayPal,Paid,3207.75,2025-03-23
7294,7294,Invoice,Refunded,1572.76,2023-04-24
7295,7295,Bank Transfer,Paid,590.41,2025-12-15
7296,7296,Bank Transfer,Paid,1753.65,2024-07-17
7297,7297,Card,Paid,382.54,2023-02-28
7298,7298,PayPal,Paid,199.99,2023-06-25
7299,7299,Card,Paid,846.65,2022-11-23
7300,7300,Invoice,Paid,617.93,2022-11-10
7301,7301,PayPal,Paid,809.38,2022-06-10
7302,7302,Bank Transfer,Refunded,2131.41,2025-10-28
7303,7303,Invoice,Paid,313.04,2024-10-13
7304,7304,PayPal,Paid,1034.62,2024-12-04
7305,7305,Bank Transfer,Pending,316.74,2022-03-07
7306,7306,Invoice,Paid,1063.8,2022-10-09
7307,7307,Bank Transfer,Paid,2207.35,2025-05-26
7308,7308,Invoice,Paid,2449.52,2024-12-24
7309,7309,Card,Paid,1717.23,2025-11-08
7310,7310,Bank Transfer,Pending,122.29,2025-10-01
7311,7311,Bank Transfer,Pending,538.61,2023-04-12
7312,7312,PayPal,Paid,1421.45,2025-12-28
7313,7313,Bank Transfer,Paid,2525.95,2025-04-25
7314,7314,Card,Paid,1698.18,2024-10-12
7315,7315,PayPal,Refunded,1119.2,2024-02-14
7316,7316,Card,Paid,1006.63,2022-03-08
7317,7317,PayPal,Paid,679.49,2025-03-01
7318,7318,Bank Transfer,Paid,527.48,2025-09-16
7319,7319,PayPal,Paid,556.51,2022-11-04
7320,7320,Card,Paid,504.63,2023-08-18
7321,7321,Bank Transfer,Paid,1212.23,2022-01-14
7322,7322,Card,Paid,4008.61,2025-12-11
7323,7323,Card,Paid,910.0,2025-02-13
7324,7324,PayPal,Paid,1244.52,2024-04-14
7325,7325,Bank Transfer,Paid,572.07,2024-08-23
7326,7326,Card,Paid,860.25,2022-08-25
7327,7327,Invoice,Paid,807.97,2024-04-14
7328,7328,Invoice,Paid,4063.84,2022-12-19
7329,7329,Invoice,Paid,319.0,2025-11-30
7330,7330,Card,Paid,283.71,2022-05-17
7331,7331,Card,Paid,688.07,2025-04-20
7332,7332,Invoice,Paid,38.41,2025-10-05
7333,7333,Bank Transfer,Paid,266.73,2023-03-10
7334,7334,Invoice,Paid,1983.7,2025-12-22
7335,7335,PayPal,Paid,2663.89,2022-07-26
7336,7336,Bank Transfer,Pending,1534.95,2022-11-14
7337,7337,Bank Transfer,Paid,337.23,2025-01-15
7338,7338,Card,Paid,1637.35,2023-02-16
7339,7339,Card,Paid,490.56,2024-05-01
7340,7340,PayPal,Paid,317.81,2023-08-04
7341,7341,PayPal,Paid,1106.8,2023-12-05
7342,7342,Invoice,Paid,614.3,2022-09-27
7343,7343,Bank Transfer,Paid,600.86,2022-07-25
7344,7344,PayPal,Paid,3473.2,2024-11-05
7345,7345,Bank Transfer,Paid,1487.31,2023-03-10
7346,7346,PayPal,Paid,269.52,2025-07-02
7347,7347,Card,Paid,2141.27,2025-02-13
7348,7348,PayPal,Paid,1579.85,2022-02-17
7349,7349,Invoice,Paid,313.73,2023-07-29
7350,7350,Card,Paid,1583.36,2025-01-14
7351,7351,Invoice,Pending,3579.81,2022-08-13
7352,7352,Card,Refunded,1644.52,2024-01-01
7353,7353,Invoice,Pending,923.4,2022-01-09
7354,7354,Bank Transfer,Paid,595.95,2023-06-25
7355,7355,Invoice,Pending,3645.15,2022-11-18
7356,7356,PayPal,Paid,3085.14,2023-01-31
7357,7357,Card,Paid,891.77,2022-07-27
7358,7358,Bank Transfer,Paid,857.78,2025-01-28
7359,7359,Card,Paid,1177.28,2024-06-19
