return_id,order_item_id,return_date,return_reason,refund_amount,return_status
1045,19008,2024-02-25,Changed Mind,27.06,Approved
1046,19009,2024-02-25,Damaged,305.49,Approved
1047,19024,2023-11-01,Damaged,161.92,Approved
1048,19061,2024-01-09,Wrong Item,694.82,Rejected
1049,19116,2023-05-09,Not as Described,1876.67,Approved
1050,19120,2024-05-15,Wrong Item,629.9,Rejected
1051,19127,2024-07-19,Wrong Item,254.26,Approved
1052,19133,2022-05-06,Damaged,60.89,Rejected
1053,19138,2023-05-03,Wrong Item,463.15,Approved
1054,19140,2022-09-25,Changed Mind,988.72,Approved
1055,19156,2022-08-08,Not as Described,543.59,Approved
1056,19162,2025-05-26,Not as Described,104.0,Rejected
1057,19163,2023-04-22,Changed Mind,522.85,Approved
1058,19205,2023-08-16,Wrong Item,850.83,Approved
1059,19213,2023-02-03,Changed Mind,328.52,Rejected
1060,19215,2023-01-24,Damaged,87.81,Approved
1061,19217,2024-04-11,Damaged,213.22,Approved
1062,19224,2025-06-13,Late Delivery,428.93,Rejected
1063,19263,2023-11-17,Wrong Item,307.91,Approved
1064,19317,2024-05-08,Damaged,1531.86,Rejected
1065,19325,2022-02-12,Changed Mind,43.11,Rejected
1066,19344,2024-02-14,Changed Mind,429.75,Approved
1067,19357,2023-08-28,Damaged,1347.33,Approved
1068,19423,2025-09-05,Late Delivery,134.42,Approved
1069,19429,2024-12-21,Late Delivery,163.61,Approved
1070,19431,2025-01-03,Damaged,88.56,Approved
1071,19445,2022-09-10,Not as Described,279.95,Approved
1072,19446,2022-08-31,Damaged,107.74,Approved
1073,19479,2025-11-02,Changed Mind,966.37,Approved
1074,19527,2022-12-26,Not as Described,392.38,Approved
1075,19539,2024-09-20,Wrong Item,207.64,Approved
1076,19543,2023-11-21,Changed Mind,227.03,Approved
1077,19566,2024-05-28,Not as Described,73.32,Approved
1078,19587,2025-06-28,Not as Described,899.13,Approved
1079,19591,2024-02-12,Changed Mind,1783.26,Rejected
1080,19592,2024-02-26,Wrong Item,160.63,Approved
1081,19645,2026-01-21,Changed Mind,3073.83,Approved
1082,19668,2024-10-29,Damaged,115.03,Approved
1083,19676,2024-09-13,Changed Mind,207.35,Rejected
1084,19707,2025-12-17,Not as Described,457.4,Rejected
1085,19723,2024-09-03,Changed Mind,364.92,Approved
1086,19728,2022-12-17,Damaged,175.13,Approved
1087,19735,2024-11-25,Changed Mind,38.02,Rejected
1088,19748,2025-08-06,Late Delivery,362.83,Approved
1089,19798,2022-07-09,Wrong Item,910.29,Approved
1090,19806,2025-11-24,Changed Mind,211.38,Rejected
1091,19817,2023-07-21,Changed Mind,1555.99,Rejected
1092,19845,2025-06-06,Damaged,246.02,Approved
1093,19863,2023-01-09,Not as Described,249.35,Approved
1094,19865,2022-05-05,Changed Mind,792.46,Approved
1095,19870,2025-02-21,Changed Mind,798.74,Rejected
1096,19937,2024-10-11,Changed Mind,292.25,Rejected
1097,19940,2025-11-21,Changed Mind,673.15,Approved
1098,19947,2023-10-29,Not as Described,274.17,Approved
1099,19993,2022-12-06,Changed Mind,320.61,Approved
1100,20011,2025-07-29,Changed Mind,399.61,Approved
1101,20016,2022-04-08,Changed Mind,40.75,Approved
1102,20017,2022-04-14,Damaged,304.68,Approved
1103,20046,2024-01-21,Wrong Item,400.72,Approved
1104,20047,2024-01-21,Changed Mind,1247.8,Rejected
1105,20061,2022-10-11,Wrong Item,266.19,Approved
1106,20084,2024-11-09,Changed Mind,107.07,Approved
1107,20085,2024-11-01,Wrong Item,836.09,Rejected
1108,20089,2023-08-12,Changed Mind,412.14,Rejected
1109,20092,2022-11-24,Changed Mind,179.58,Approved
1110,20103,2025-11-14,Late Delivery,391.92,Rejected
1111,20139,2024-09-18,Damaged,336.22,Rejected
1112,20192,2024-12-01,Changed Mind,525.63,Approved
1113,20231,2024-06-10,Not as Described,331.08,Rejected
1114,20246,2025-04-23,Damaged,98.66,Approved
1115,20259,2023-01-04,Not as Described,42.24,Approved
1116,20262,2022-07-19,Not as Described,206.84,Approved
1117,20266,2025-01-03,Late Delivery,617.97,Rejected
1118,20268,2022-08-02,Late Delivery,159.73,Rejected
1119,20279,2022-05-17,Changed Mind,284.56,Approved
1120,20292,2024-06-02,Late Delivery,132.21,Rejected
1121,20296,2024-06-22,Damaged,156.97,Rejected
1122,20304,2025-01-27,Damaged,431.87,Approved
1123,20384,2024-10-24,Changed Mind,821.44,Approved
1124,20385,2024-10-16,Not as Described,324.07,Approved
1125,20388,2024-09-29,Wrong Item,226.72,Approved
1126,20390,2023-05-26,Changed Mind,618.04,Approved
1127,20418,2022-02-04,Damaged,375.53,Approved
1128,20461,2023-12-13,Changed Mind,151.5,Approved
1129,20467,2024-04-09,Changed Mind,742.5,Approved
1130,20522,2025-05-24,Damaged,276.73,Approved
1131,20528,2023-03-11,Changed Mind,450.83,Approved
1132,20550,2024-10-17,Wrong Item,644.07,Rejected
1133,20551,2023-09-16,Not as Described,992.86,Approved
1134,20572,2023-02-10,Wrong Item,327.84,Rejected
1135,20591,2024-03-22,Changed Mind,451.01,Rejected
1136,20650,2025-02-13,Not as Described,229.09,Rejected
1137,20665,2022-04-15,Damaged,643.5,Approved
1138,20670,2022-10-18,Wrong Item,110.35,Approved
1139,20717,2024-12-12,Changed Mind,483.64,Rejected
1140,20749,2023-11-26,Changed Mind,710.47,Approved
1141,20773,2025-11-13,Late Delivery,263.64,Approved
1142,20786,2024-06-17,Late Delivery,1671.44,Rejected
1143,20835,2022-10-01,Wrong Item,726.51,Rejected
1144,20855,2025-01-24,Damaged,127.16,Approved
1145,20921,2026-01-19,Damaged,127.29,Rejected
1146,20939,2025-12-13,Late Delivery,247.57,Approved
1147,20950,2025-10-10,Not as Described,74.99,Approved
1148,20985,2024-05-17,Damaged,218.76,Approved
1149,20997,2022-06-13,Changed Mind,1114.08,Approved
1150,21001,2025-07-26,Damaged,718.07,Rejected
1151,21002,2025-08-15,Changed Mind,277.32,Approved
1152,21007,2025-12-31,Changed Mind,387.65,Approved
1153,21024,2022-10-18,Wrong Item,680.99,Approved
1154,21031,2024-06-13,Late Delivery,75.26,Rejected
1155,21039,2024-01-12,Late Delivery,73.88,Approved
1156,21055,2022-09-04,Changed Mind,178.24,Approved
1157,21071,2025-09-10,Damaged,610.1,Rejected
1158,21072,2025-09-25,Not as Described,238.49,Approved
1159,21077,2023-11-23,Not as Described,637.37,Rejected
1160,21099,2023-02-13,Damaged,269.48,Approved
1161,21106,2025-03-30,Damaged,211.48,Approved
1162,21115,2022-07-31,Damaged,251.42,Approved
1163,21134,2023-01-10,Changed Mind,948.74,Approved
1164,21148,2022-03-27,Damaged,1020.18,Approved
1165,21167,2023-01-23,Changed Mind,238.7,Approved
1166,21234,2024-01-03,Changed Mind,154.41,Approved
1167,21257,2022-11-18,Changed Mind,552.03,Rejected
1168,21340,2023-08-29,Late Delivery,36.91,Approved
1169,21341,2023-09-14,Not as Described,167.17,Rejected
1170,21368,2024-07-02,Damaged,864.4,Approved
1171,21382,2023-10-04,Damaged,27.61,Approved
1172,21465,2022-07-16,Wrong Item,237.52,Approved
1173,21486,2024-02-17,Wrong Item,321.84,Approved
1174,21489,2022-12-25,Not as Described,81.55,Approved
1175,21518,2024-02-19,Not as Described,85.99,Rejected
1176,21547,2025-12-19,Damaged,390.06,Approved
1177,21590,2023-04-10,Damaged,193.42,Approved
1178,21624,2022-04-18,Wrong Item,328.25,Rejected
1179,21644,2022-11-25,Damaged,174.08,Approved
1180,21663,2022-04-29,Damaged,490.54,Approved
1181,21709,2025-09-01,Changed Mind,309.28,Approved
1182,21719,2022-05-23,Changed Mind,417.86,Rejected
1183,21748,2024-01-01,Late Delivery,251.84,Approved
1184,21757,2022-03-08,Late Delivery,512.6,Approved
1185,21759,2022-03-07,Changed Mind,225.72,Rejected
1186,21764,2024-10-04,Changed Mind,185.18,Rejected
1187,21783,2024-08-18,Changed Mind,155.2,Approved
1188,21835,2024-03-27,Not as Described,780.09,Rejected
1189,21890,2022-08-28,Changed Mind,766.25,Approved
1190,21902,2024-02-05,Damaged,107.52,Rejected
1191,21988,2023-05-17,Late Delivery,1405.32,Rejected
1192,21990,2023-05-20,Changed Mind,1536.69,Approved
1193,22000,2024-02-13,Damaged,112.86,Approved
1194,22012,2022-10-02,Not as Described,96.52,Rejected
1195,22022,2023-10-02,Damaged,262.97,Approved
1196,22035,2022-05-28,Not as Described,699.79,Rejected
1197,22066,2023-05-10,Not as Described,1742.4,Rejected
1198,22069,2022-08-18,Damaged,194.7,Approved
1199,22080,2024-03-10,Damaged,88.24,Rejected
1200,22107,2025-01-09,Late Delivery,38.56,Approved
1201,22114,2022-02-16,Damaged,301.91,Approved
1202,22117,2025-12-20,Damaged,487.82,Rejected
1203,22118,2025-12-09,Not as Described,291.92,Approved
1204,22126,2022-07-13,Late Delivery,314.11,Approved
1205,22153,2022-06-13,Late Delivery,101.74,Approved
1206,22227,2022-09-10,Not as Described,302.36,Rejected
1207,22272,2023-10-19,Damaged,125.12,Approved
1208,22285,2023-11-28,Late Delivery,347.85,Approved
1209,22317,2023-01-28,Not as Described,209.16,Approved
1210,22325,2024-06-13,Changed Mind,18.44,Approved
1211,22335,2023-07-30,Wrong Item,223.08,Approved
1212,22374,2023-04-24,Changed Mind,115.48,Rejected
1213,22380,2024-03-09,Changed Mind,79.7,Approved
1214,22399,2023-01-13,Changed Mind,51.43,Approved
1215,22421,2023-01-02,Not as Described,282.37,Approved
1216,22425,2025-09-16,Wrong Item,277.96,Rejected
1217,22441,2024-01-25,Damaged,563.66,Rejected
1218,22442,2024-01-27,Damaged,432.0,Rejected
1219,22461,2022-07-27,Changed Mind,244.87,Approved
1220,22469,2022-05-06,Not as Described,451.81,Rejected
1221,22485,2022-06-16,Not as Described,908.6,Rejected
1222,22491,2022-11-12,Wrong Item,419.41,Approved
1223,22496,2023-11-19,Changed Mind,417.95,Rejected
1224,22511,2024-06-15,Not as Described,312.53,Approved
1225,22513,2024-06-23,Changed Mind,403.54,Approved
1226,22521,2025-08-05,Not as Described,262.59,Approved
1227,22526,2022-02-24,Late Delivery,76.65,Rejected
1228,22527,2022-02-24,Damaged,275.09,Approved
1229,22537,2022-11-30,Not as Described,567.99,Rejected
1230,22550,2024-12-01,Changed Mind,111.33,Approved
1231,22579,2022-08-17,Changed Mind,630.8,Approved
1232,22594,2025-02-21,Damaged,339.06,Rejected
1233,22617,2024-08-24,Late Delivery,657.94,Approved
1234,22651,2024-08-11,Late Delivery,922.71,Approved
1235,22654,2024-07-24,Changed Mind,112.8,Approved
1236,22665,2022-12-26,Late Delivery,914.5,Rejected
1237,22670,2025-09-24,Late Delivery,1047.81,Approved
1238,22687,2022-03-18,Damaged,80.85,Rejected
1239,22689,2023-07-01,Changed Mind,185.7,Rejected
1240,22701,2024-04-21,Not as Described,75.44,Approved
1241,22746,2025-01-15,Changed Mind,909.64,Rejected
1242,22788,2023-03-30,Changed Mind,183.41,Approved
1243,22817,2025-08-19,Changed Mind,566.33,Approved
1244,22830,2025-03-15,Damaged,951.94,Approved
1245,22867,2025-10-22,Not as Described,50.82,Approved
1246,22873,2022-07-22,Late Delivery,279.15,Rejected
1247,22883,2024-05-20,Changed Mind,285.66,Approved
1248,22891,2024-11-12,Changed Mind,515.91,Rejected
1249,22925,2023-10-03,Changed Mind,447.25,Approved
1250,22933,2023-10-21,Changed Mind,554.37,Approved
1251,22941,2023-06-29,Not as Described,757.84,Approved
1252,22967,2023-08-09,Wrong Item,83.64,Approved
1253,22972,2022-09-01,Changed Mind,39.51,Approved
1254,22980,2024-09-25,Changed Mind,57.87,Approved
1255,23009,2024-12-17,Not as Described,351.59,Approved
1256,23019,2022-03-30,Damaged,71.92,Approved
1257,23025,2022-11-16,Changed Mind,779.38,Approved
1258,23031,2024-11-02,Wrong Item,243.88,Approved
1259,23035,2025-09-01,Wrong Item,261.44,Approved
1260,23052,2025-04-15,Changed Mind,2375.79,Rejected
1261,23081,2023-02-15,Damaged,89.95,Approved
1262,23137,2025-07-19,Changed Mind,189.07,Approved
1263,23149,2024-06-11,Changed Mind,109.31,Approved
1264,23183,2023-10-15,Damaged,178.99,Approved
1265,23192,2025-11-02,Changed Mind,395.27,Approved
1266,23194,2025-10-14,Not as Described,136.64,Approved
1267,23215,2023-04-19,Changed Mind,182.08,Rejected
1268,23241,2024-05-04,Damaged,281.26,Approved
1269,23246,2023-04-04,Late Delivery,153.25,Approved
1270,23251,2022-12-21,Changed Mind,231.67,Approved
1271,23275,2022-05-13,Not as Described,159.74,Rejected
1272,23305,2022-09-10,Damaged,949.69,Approved
1273,23306,2025-01-22,Not as Described,1008.77,Approved
1274,23311,2023-04-17,Changed Mind,276.42,Approved
1275,23333,2023-07-27,Late Delivery,357.45,Rejected
1276,23356,2025-05-10,Changed Mind,257.38,Approved
1277,23357,2025-04-25,Damaged,128.74,Approved
1278,23378,2025-07-23,Damaged,118.33,Approved
1279,23381,2025-08-15,Damaged,686.7,Approved
1280,23382,2024-02-19,Not as Described,49.18,Rejected
1281,23401,2024-11-24,Not as Described,42.36,Approved
1282,23410,2024-08-26,Not as Described,213.27,Approved
1283,23423,2022-12-20,Changed Mind,125.9,Rejected
1284,23425,2025-12-17,Changed Mind,96.79,Approved
1285,23428,2022-03-09,Damaged,126.36,Approved
1286,23433,2025-12-16,Changed Mind,487.97,Approved
1287,23436,2025-12-21,Changed Mind,415.38,Approved
1288,23501,2023-10-13,Changed Mind,53.55,Approved
1289,23503,2025-08-20,Damaged,28.85,Approved
1290,23506,2024-12-08,Not as Described,220.3,Approved
1291,23513,2024-12-21,Not as Described,540.49,Approved
1292,23535,2025-06-22,Not as Described,67.95,Approved
1293,23546,2022-08-13,Changed Mind,995.48,Approved
1294,23547,2024-01-17,Changed Mind,276.96,Rejected
1295,23565,2025-08-24,Not as Described,295.84,Approved
1296,23568,2024-11-03,Damaged,2464.87,Approved
1297,23603,2022-06-01,Late Delivery,259.88,Approved
1298,23617,2025-10-22,Changed Mind,410.06,Approved
1299,23628,2025-07-28,Damaged,455.96,Rejected
1300,23633,2023-08-11,Damaged,117.88,Approved
1301,23647,2024-07-24,Not as Described,382.89,Approved
1302,23689,2023-09-24,Not as Described,562.93,Rejected
1303,23701,2024-04-06,Damaged,172.75,Approved
1304,23718,2022-02-14,Wrong Item,1377.56,Rejected
1305,23732,2022-07-04,Changed Mind,493.84,Approved
1306,23739,2023-10-24,Changed Mind,193.73,Approved
1307,23747,2024-09-04,Damaged,317.58,Rejected
1308,23749,2023-06-25,Not as Described,82.5,Rejected
1309,23775,2024-10-13,Not as Described,60.93,Approved
1310,23777,2022-03-20,Wrong Item,112.19,Rejected
1311,23779,2022-11-18,Not as Described,288.24,Rejected
1312,23788,2025-07-28,Not as Described,122.92,Approved
1313,23789,2025-07-17,Not as Described,615.85,Approved
1314,23801,2024-04-21,Damaged,487.95,Rejected
1315,23802,2024-04-16,Wrong Item,198.39,Rejected
1316,23813,2022-07-17,Late Delivery,82.57,Approved
1317,23814,2023-10-25,Damaged,132.04,Approved
1318,23832,2024-01-03,Late Delivery,897.8,Approved
1319,23835,2025-03-16,Damaged,267.52,Approved
1320,23838,2023-06-27,Changed Mind,274.77,Approved
1321,23874,2025-08-02,Not as Described,83.72,Approved
1322,23875,2025-08-23,Changed Mind,535.48,Approved
1323,23893,2024-06-11,Not as Described,241.92,Rejected
1324,23897,2025-10-17,Changed Mind,1133.86,Rejected
1325,23913,2024-08-18,Changed Mind,190.32,Approved
1326,23925,2022-11-30,Not as Described,641.75,Rejected
1327,23977,2026-01-10,Wrong Item,207.58,Approved
1328,23996,2022-04-18,Late Delivery,144.33,Approved
1329,24014,2025-11-30,Damaged,863.15,Approved
1330,24018,2022-03-10,Changed Mind,38.55,Rejected
1331,24019,2022-03-23,Damaged,697.88,Approved
1332,24055,2024-12-05,Wrong Item,277.93,Rejected
1333,24066,2024-12-31,Changed Mind,251.47,Approved
1334,24070,2025-01-26,Changed Mind,349.25,Approved
1335,24099,2025-11-03,Not as Described,736.87,Approved
1336,24104,2025-07-28,Late Delivery,143.3,Approved
1337,24125,2024-03-28,Wrong Item,87.43,Approved
1338,24140,2023-07-06,Late Delivery,1168.79,Rejected
1339,24149,2024-09-04,Not as Described,293.45,Approved
1340,24153,2023-12-13,Changed Mind,168.64,Rejected
1341,24202,2023-12-20,Changed Mind,343.1,Approved
1342,24236,2025-08-17,Late Delivery,498.79,Approved
1343,24238,2025-08-20,Changed Mind,143.87,Rejected
1344,24242,2024-09-29,Not as Described,201.55,Approved
1345,24264,2025-12-22,Damaged,17.85,Rejected
1346,24265,2025-12-23,Late Delivery,48.92,Rejected
1347,24273,2023-10-06,Wrong Item,273.43,Approved
1348,24281,2024-04-07,Not as Described,212.18,Approved
1349,24290,2023-09-07,Wrong Item,42.6,Approved
1350,24293,2025-11-03,Damaged,523.05,Approved
1351,24301,2024-02-11,Wrong Item,224.71,Approved
1352,24354,2024-08-14,Damaged,73.75,Rejected
1353,24363,2024-11-29,Late Delivery,192.38,Approved
1354,24381,2022-12-03,Changed Mind,494.92,Approved
1355,24383,2022-12-01,Wrong Item,371.34,Approved
1356,24407,2024-12-09,Changed Mind,76.07,Rejected
1357,24414,2023-03-03,Changed Mind,733.1,Approved
1358,24420,2024-12-21,Late Delivery,76.36,Approved
1359,24423,2025-05-28,Changed Mind,352.62,Approved
1360,24424,2025-05-02,Changed Mind,229.49,Approved
1361,24449,2024-01-06,Late Delivery,112.31,Approved
1362,24451,2024-07-10,Not as Described,206.84,Approved
1363,24457,2023-03-31,Changed Mind,1679.78,Rejected
1364,24458,2022-05-05,Changed Mind,201.07,Approved
1365,24467,2023-10-27,Late Delivery,87.43,Rejected
1366,24495,2023-04-21,Changed Mind,130.47,Approved
1367,24511,2023-07-17,Damaged,109.22,Approved
1368,24519,2023-12-09,Damaged,786.06,Approved
1369,24540,2023-12-24,Damaged,1205.08,Approved
1370,24549,2023-01-06,Not as Described,648.97,Approved
1371,24585,2022-08-02,Late Delivery,1548.15,Approved
1372,24590,2025-05-26,Damaged,178.56,Approved
1373,24621,2023-11-02,Damaged,227.89,Approved
1374,24627,2022-03-06,Wrong Item,197.49,Approved
1375,24664,2022-04-01,Changed Mind,567.7,Rejected
1376,24723,2025-02-12,Wrong Item,383.37,Approved
1377,24745,2022-10-23,Changed Mind,374.04,Rejected
1378,24757,2022-05-18,Changed Mind,1267.87,Approved
1379,24776,2022-11-12,Wrong Item,293.09,Approved
1380,24792,2024-01-04,Changed Mind,36.78,Approved
1381,24825,2023-12-31,Not as Described,112.21,Approved
1382,24836,2023-08-25,Changed Mind,253.45,Approved
1383,24867,2025-11-15,Changed Mind,192.58,Approved
1384,24878,2022-05-21,Wrong Item,1074.08,Approved
1385,24892,2022-06-09,Not as Described,606.1,Approved
1386,24913,2025-12-16,Damaged,153.45,Approved
1387,24920,2024-08-23,Damaged,204.53,Approved
1388,24972,2022-05-19,Damaged,732.27,Approved
1389,24974,2024-12-17,Damaged,281.08,Approved
1390,24977,2022-03-01,Damaged,62.81,Rejected
1391,24985,2023-06-29,Wrong Item,638.0,Approved
1392,25016,2023-02-13,Not as Described,105.99,Approved
1393,25018,2025-07-14,Not as Described,641.68,Approved
1394,25049,2025-03-31,Damaged,201.88,Rejected
1395,25105,2023-12-23,Damaged,107.35,Rejected
1396,25107,2024-04-17,Not as Described,166.18,Approved
1397,25142,2022-09-30,Wrong Item,114.67,Rejected
1398,25158,2025-12-28,Damaged,1537.22,Approved
1399,25173,2022-08-31,Changed Mind,128.92,Rejected
1400,25186,2023-12-16,Changed Mind,291.12,Approved
1401,25193,2024-04-01,Changed Mind,256.06,Rejected
1402,25215,2023-08-30,Changed Mind,522.4,Approved
1403,25231,2025-11-29,Changed Mind,65.14,Rejected
1404,25234,2025-12-14,Changed Mind,433.82,Approved
1405,25235,2025-12-21,Wrong Item,252.49,Approved
1406,25238,2023-11-13,Changed Mind,682.87,Rejected
1407,25255,2024-01-07,Not as Described,173.25,Rejected
1408,25270,2024-01-10,Damaged,468.47,Approved
1409,25292,2023-05-31,Not as Described,80.82,Approved
1410,25303,2023-12-30,Wrong Item,166.11,Approved
1411,25318,2023-08-13,Not as Described,1125.14,Rejected
1412,25335,2023-09-24,Late Delivery,276.11,Rejected
1413,25337,2023-09-16,Not as Described,80.77,Rejected
1414,25356,2022-05-06,Wrong Item,129.66,Approved
1415,25375,2023-10-26,Changed Mind,125.39,Rejected
1416,25401,2022-11-04,Wrong Item,2596.84,Approved
1417,25402,2024-12-27,Changed Mind,925.88,Approved
1418,25409,2025-11-29,Late Delivery,806.89,Rejected
1419,25418,2025-12-21,Not as Described,991.82,Approved
1420,25422,2025-12-09,Changed Mind,544.41,Rejected
1421,25425,2024-02-28,Changed Mind,725.87,Approved
1422,25429,2024-08-04,Damaged,1409.04,Rejected
1423,25517,2025-05-14,Changed Mind,98.48,Approved
1424,25527,2024-03-08,Damaged,469.4,Rejected
1425,25529,2023-07-30,Not as Described,195.07,Approved
1426,25540,2025-05-25,Changed Mind,184.55,Approved
1427,25561,2025-05-29,Not as Described,253.08,Approved
1428,25566,2024-12-22,Damaged,550.41,Rejected
1429,25575,2024-10-12,Damaged,426.92,Approved
1430,25611,2023-01-01,Changed Mind,395.08,Approved
1431,25661,2022-09-19,Damaged,421.59,Rejected
1432,25664,2024-10-13,Late Delivery,281.04,Approved
1433,25666,2022-12-15,Not as Described,165.98,Approved
1434,25672,2024-06-17,Damaged,113.64,Rejected
1435,25720,2022-04-25,Wrong Item,819.11,Approved
1436,25722,2026-01-16,Changed Mind,129.64,Approved
1437,25732,2024-08-28,Damaged,481.81,Approved
1438,25758,2023-01-18,Changed Mind,204.15,Rejected
1439,25763,2022-12-05,Not as Described,445.68,Approved
1440,25777,2025-08-23,Not as Described,614.2,Approved
1441,25786,2022-11-14,Damaged,310.81,Approved
1442,25792,2022-07-29,Changed Mind,304.8,Rejected
1443,25793,2022-08-19,Damaged,512.64,Approved
1444,25795,2025-12-08,Wrong Item,320.42,Approved
1445,25810,2022-12-18,Changed Mind,141.98,Rejected
1446,25819,2025-06-29,Changed Mind,355.62,Approved
1447,25835,2022-07-29,Changed Mind,171.92,Rejected
1448,25838,2025-01-27,Wrong Item,448.2,Approved
1449,25862,2022-04-03,Damaged,1095.32,Approved
1450,25880,2023-10-03,Changed Mind,837.9,Approved
1451,25881,2023-09-26,Not as Described,288.22,Rejected
1452,25890,2024-12-06,Wrong Item,351.52,Approved
1453,25902,2022-08-05,Wrong Item,166.98,Rejected
1454,25908,2023-04-24,Not as Described,494.75,Approved
1455,26000,2023-10-08,Not as Described,279.69,Approved
1456,26007,2023-02-03,Changed Mind,1950.45,Approved
1457,26010,2022-02-04,Damaged,267.95,Approved
1458,26022,2024-10-27,Wrong Item,215.7,Rejected
1459,26033,2022-08-22,Wrong Item,292.59,Rejected
1460,26041,2025-12-02,Damaged,90.83,Approved
1461,26118,2025-07-29,Changed Mind,251.08,Approved
1462,26119,2025-08-05,Wrong Item,608.61,Approved
1463,26164,2024-10-21,Late Delivery,92.8,Rejected
1464,26213,2024-10-03,Not as Described,410.09,Rejected
1465,26219,2022-08-12,Not as Described,158.27,Approved
1466,26222,2023-04-22,Not as Described,1223.25,Approved
1467,26277,2025-07-02,Not as Described,341.68,Rejected
1468,26318,2023-11-15,Damaged,120.13,Rejected
1469,26331,2022-04-20,Late Delivery,1880.86,Approved
1470,26368,2023-07-11,Wrong Item,102.23,Approved
1471,26373,2023-04-30,Not as Described,534.04,Approved
1472,26446,2024-03-11,Not as Described,248.48,Rejected
1473,26486,2022-12-18,Damaged,803.01,Approved
1474,26510,2023-11-01,Not as Described,1114.42,Approved
1475,26516,2022-07-29,Not as Described,216.95,Approved
1476,26527,2025-09-20,Damaged,186.8,Approved
1477,26530,2024-05-08,Not as Described,145.68,Approved
1478,26545,2024-03-03,Not as Described,322.73,Rejected
1479,26675,2023-07-28,Wrong Item,306.68,Approved
1480,26689,2024-08-17,Damaged,936.3,Rejected
1481,26695,2023-07-04,Wrong Item,171.19,Approved
1482,26711,2025-12-19,Damaged,260.4,Approved
1483,26746,2023-08-13,Wrong Item,231.01,Approved
1484,26766,2025-02-14,Damaged,1101.84,Rejected
1485,26773,2024-05-28,Damaged,300.53,Approved
1486,26808,2023-10-29,Changed Mind,560.35,Approved
1487,26817,2023-10-01,Changed Mind,475.36,Rejected
1488,26914,2025-09-16,Not as Described,643.21,Rejected
1489,26963,2024-08-18,Damaged,286.8,Rejected
1490,26978,2025-11-01,Damaged,1097.22,Approved
1491,27008,2025-07-06,Not as Described,228.54,Approved
1492,27018,2022-10-10,Wrong Item,284.2,Approved
1493,27036,2024-03-13,Not as Described,162.86,Rejected
1494,27044,2022-10-25,Wrong Item,276.75,Approved
1495,27047,2024-08-16,Not as Described,179.29,Rejected
1496,27053,2022-06-18,Not as Described,405.22,Approved
1497,27070,2024-02-24,Damaged,44.88,Rejected
1498,27102,2024-11-18,Not as Described,156.53,Rejected
1499,27128,2023-11-04,Not as Described,63.36,Approved
1500,27161,2024-04-18,Damaged,521.7,Rejected
1501,27173,2025-09-16,Changed Mind,489.91,Approved
1502,27177,2025-02-19,Wrong Item,234.12,Approved
1503,27204,2023-03-28,Changed Mind,56.75,Approved
1504,27246,2022-06-28,Wrong Item,23.86,Approved
1505,27269,2025-05-17,Wrong Item,292.18,Approved
1506,27293,2024-08-12,Wrong Item,124.6,Rejected
1507,27336,2024-12-27,Changed Mind,164.51,Approved
1508,27339,2024-05-02,Not as Described,609.81,Rejected
1509,27360,2022-07-08,Damaged,534.95,Approved
1510,27363,2022-06-16,Damaged,184.4,Approved
1511,27374,2023-09-24,Changed Mind,601.33,Approved
1512,27388,2024-02-27,Late Delivery,276.45,Rejected
1513,27389,2024-03-04,Changed Mind,2449.11,Rejected
1514,27391,2024-02-22,Not as Described,781.79,Rejected
1515,27403,2023-10-13,Changed Mind,79.14,Approved
1516,27442,2023-01-28,Wrong Item,252.41,Rejected
1517,27451,2022-07-14,Damaged,90.17,Approved
1518,27470,2024-08-11,Changed Mind,119.75,Approved
1519,27488,2025-12-25,Wrong Item,128.33,Approved
1520,27499,2022-05-02,Damaged,727.02,Approved
1521,27533,2024-06-25,Not as Described,473.55,Approved
1522,27552,2025-07-13,Late Delivery,280.93,Approved
1523,27566,2023-01-04,Not as Described,968.47,Approved
1524,27594,2024-05-21,Not as Described,692.25,Approved
1525,27607,2024-11-01,Changed Mind,172.53,Approved
1526,27641,2025-11-13,Changed Mind,498.56,Approved
1527,27713,2023-09-27,Late Delivery,240.75,Approved
1528,27771,2023-03-14,Not as Described,101.12,Rejected
1529,27780,2023-03-09,Wrong Item,613.15,Approved
1530,27786,2025-10-23,Wrong Item,372.71,Approved
1531,27795,2025-05-24,Wrong Item,147.22,Rejected
1532,27830,2025-10-14,Not as Described,471.9,Approved
1533,27846,2022-09-28,Not as Described,94.33,Rejected
1534,27913,2024-09-30,Not as Described,105.85,Approved
1535,27916,2022-06-04,Late Delivery,330.77,Approved
1536,27930,2025-03-22,Wrong Item,238.73,Approved
1537,27968,2023-06-18,Late Delivery,812.84,Approved
1538,27978,2022-06-08,Damaged,231.59,Approved
1539,28019,2024-02-13,Not as Described,559.11,Approved
1540,28049,2024-12-22,Wrong Item,47.09,Approved
1541,28061,2023-09-03,Wrong Item,126.65,Approved
1542,28075,2023-05-26,Changed Mind,242.85,Rejected
1543,28082,2022-03-03,Late Delivery,284.28,Approved
1544,28095,2023-12-19,Wrong Item,161.02,Rejected
1545,28123,2023-01-12,Damaged,17.28,Approved
1546,28146,2022-04-09,Damaged,95.18,Approved
1547,28168,2024-04-08,Late Delivery,436.81,Approved
1548,28174,2024-01-07,Changed Mind,105.38,Rejected
